"id";"quote";"content";"place_id";"tour_id"
160;" Great gallery ";"I enjoyed a browse through the gallery which features a beautiful range of prints, paintings, jewellery, cards and more.
If you would like to see and buy art and some craft from Vietnamese artists and craftspeople I definitely recommend.";18;0
161;" Such an insight into the locals";"Drop in and say hello to Bridget who will talk you through a wonderful exhibition she has of her local art work.  She gives the stories behind the pieces that give you a unique perspective of Hoi An that you can only get from someone...More";18;0
162;" Spirit of Hoi An";"Wonderful new exhibition of acrylic and watercolour abstract views of Hoi An, by gallery owner Bridget March. The gallery also contains exhibits by other local artists, jewellery makers and textile designers. Well worth a visit if you’re in Hoi An.";18;0
163;" A great place ";"Bridget March we came across the art of yours from Rehahn directly opposite you.

Also we saw the art of yours in Rehahn.

Very talented lady.

The lady staff member yesterday was amazing and very helpful with the background of your life and art.

This...More";18;0
164;" For all Art lovers";"Just pop in and you will be greated by another art lover. The selection of art is great and if you would love to know the history behind each piece they are happy to share. When time allow take a art class with Bridget herself.";18;0
165;" Cute";"Just outside the market area, this beautiful little gallery has lots of art and accessories to compliment your visit. The location is also surrounded by other shops making it worth a visit to this street";18;0
166;" A Wonderful Gallery Full of Great Original Art and Charm";"A great find just outside old town, so it`s a pleasant experience to be able to browse in relatively quietness. The Gallery is a lovely clean shop with a wide collection of Bridget March`s art of various media.  Prices are fixed and reasonable for originals....More";18;0
167;" Lenore";"Beautiful art that inspires is hard to find. Bridget March’s paintings make me want to travel further in Viet Nam. Take the time to go just one block out of the centre of town to visit.";18;0
168;" Original art!";"Opposite side of Mia coffee, must to say it is beautiful gallery in Hoi an. Staff is very nice, the decoration is so lovely and all the picture here is so excellent. Bought one of them, we are so happy about that!";18;0
169;" Always good to visit an artist`s own gallery";"A good place to go for an artwork of Vietnam produced through the eyes of a European painter. Unfortunately, my plan to return to the gallery was thwarted by flooding. I hope that everything is back up and running now.";18;0
170;" Chua Phap Bao Pagoda";"The temple was built with 2-storey architecture, nice decoration to every detail. The architecture. bears the style of ancient houses in Hoi An.The main hall is solemnly decorated. In the middle of the religious image Shakyamuni Buddha sermon, in front of the statue of Amitabha...More";19;0
171;" Amazing Temple ";"As all of Hoi An Chua Phap, is amazing and worth a visit very cool and a nice break from the market scene.

Make sure you give to the poor it will make a difference";19;0
172;" Fascinating Temple";"When you travel Asia you see a lot of temples. This one was special and also quiet.Made some nice pictures here and had time for a nice meditation. One special statue, a lady with hundreds of hands, faces, eyes, behind glass. Beautifull and facinating";19;0
173;" Don`t Pass it By";"Chua Phap Bao Pagoda is on Hai Ba Trung, just before you cross the intersection with Tran Hung Dao to enter Hoi An Ancient Village.

Whatever your schedule, it is worth taking a few minutes to go into this Buddhist temple and admire the architecture,...More";19;0
174;" Possibly a monastic centre ";"We had just left the Ancient Town of Hoi An and across the road we noticed this place. The garden has numerous statues and is relatively large. 

After spending about 30 minutes in the gardens and main building we noticed in another building several Buddhist...More";19;0
175;" A little off the beaten path";"This temple is on the other side of the road that separates two- and four-wheeled motor vehicle Ancient Hoi An from its less busy, less polluted counterpart. It`s still worth a visit, though, as it`s quite beautiful with a lot of vegetation and a large...More";19;0
176;" Peaceful Retreat";"Chua Phap Bao Pagoda is a Buddhist temple sitting just outside the ancient precincts of Hoi An.

It is distinguished by a large Buddha as you enter the pagoda gardens through an arched gateway.   

Entry is free, buy you must be dressed modestly, which means...More";19;0
177;" Food For The Soul";"I absolutely love this temple, I go there every time I`m in Hoi An and it soothes my soul. This time I joined their prayers every evening and it was definitely the food for my soul that I needed. I felt uncomfortable at first, being...More";19;0
178;" Attractive modern temple";"This temple is a little more modern than some of the other temples in Hoi An. It`s also distinguished by having a slightly larger garden outside. Free entrance (no ticket required) which is an added bonus.";19;0
179;" Excellent Pagoda";"I have visited on the Lunar New Year . I love this Pagoda , it is quite , peaceful and nice garden in Hoi An";19;0
180;" BEST TOUR IN HOI AN!";"Honestly one of the greatest experiences I have ever had whilst on holiday! I had so much fun zipping around Hoi An in the sidecar and we got to see a lot of really cool sights. My driver was really friendly and funny and made...More";20;0
181;" Fantastic day ";"Had a great day out visiting da nang, lady Buddha, 800 year old tree, Monkey mountain and had a great picnic with the most amazing view!! Picnic supplied was just amazing. Drivers were fabulous and fun, brilliant drivers and great guides
Brilliant way to see...More";20;0
182;" Amazing day ";"Went on sidecar trip to monkey mountain , lady Buddha , oldest bonsai tree & picnic at top of mountain . What a fantastic day we all had best day out we have had on holiday , our guides were Mai , Hoa & Tuon...More";20;0
183;" Well worth doing!!";"We were a group of 3 couples. We all just loved our 2 hour Side car ride. It was one of the highlights of our Vietnam holiday. Our Guides/Riders were so helpful with everything. Fitting helmets, pointing out points of interest, introducing us to peanuts...More";20;0
184;" Great experience";"We did a two hour trip with this company, they roared up to our hotel to pick us up, what a great experience it was not cheap but well worth it. The two drivers we had were great, every stop we made water & cold...More";20;0
185;" Loved every minute!";"We took our 2 boys aged 6 & 8 on the side cars and needless to say they wanted to go on them every day after this. There is a guide on each bike with the parent behind and the child in the sidecar. You...More";20;0
186;" A worthwhile indulgence ";"Not cheap, but worth it. Great fun and an easy, hassle free way to see some of the countryside. My guide/rider was really helpful, and the price included lovely cold towels and water to refresh with. Definitely recommend.";20;0
187;" Best Fun!!";"We had a group of 8 Aussie ladies take a countryside tour - so much fun!! The drivers are absolute gentleman and made sure we were well looked after and had a great time! Thank you so much! ☺️";20;0
188;" A group tour with a difference ! ";"What to do with 11 people ages from 8 - 70 & 3 generations worth ! This tour was fantastic !  In 1 hour, travelled about 15km with water stops in between. Smiles all round with some Vietnamese culture thrown in.  Absolute ball & highly...More";20;0
189;" Amazing sidecar ride";"This is well worthwhile doing, loved every minute. Thank you Victoria Hoi An team. 

We had two sidecars one for myself and son and another for my husband on this tour. 

Do go early before the heat and sun gets to hot. There is plenty...More";20;0
190;" Beautiful house but focused on selling";"The house is beautiful and the family nice, they told us a bit about the history of the house and what the ancestors used to do there. However, we spent less than 10 minutes there as we were rushed to the part with the store...More";21;0
191;" Unique Home";"Have a wander through this well preserved family home. 
A magnificently constructed house in original condition. 
A warm friendly family greet you and show you through.
It is well worth a visit.";21;0
192;" Nice place, but more of a store";"The family was incredibly friendly and the woodworking was insanely good. I wish the tour would’ve focused more on that, as after 10 minutes tops, I was notified that they also make jewelry and other crafts for sale ...which was where the tour ended. Still,...More";21;0
193;" Lovely family home!";"Wonderful experience of getting a little tour around the 200+ year old house. The family is hospitable and kind and fed us delicious pineapple, mung bean biscuits, homemade yoghurt and green tea.
Got 2 custom made rings which met our requests perfectly. Worth a visit!";21;0
194;" Beautiful Spot";"We were taken here as part of a guided walking tour (tour was just the two of us and the guide). We thought we would just be taken through the house and shown the beauty of the house but NO we were welcomed by the...More";21;0
195;" Nice little find as to how the locals live - worth popping in.";"Happened to find this just as we were walking back from the ancient town to our hotel.
Welcoming family members who still live in the house and also work from here producing silver jewellery.  Over 250 years old and the family are happy to show...More";21;0
196;" COMPLETE SCAM - avoid at all costs";"Selling mass produced silver jewellery for extortionate prices and claiming it is hand made. Pathetic, dishonest and frankly very discriminatory to foreigners. Avoid at all costs. So disappointed, please do not entertain this kind of tourist exploitation.";21;0
197;" Beautiful- support locals";"Amazing traditional Vietnamese home open to tourists. Binh and her family still live here and have done for generations. Binh is extremely hospitable and gives you great information about Vietnamese culture. Her husband Han is a silversmith jeweller with his brothers and they sell his...More";21;0
198;" Work a look ";"This traditional house is stunning. The ladies will show you around and some still 
live there. They have a shop in the back which has lanterns, silk scarves, silver jewellery, and hand made clothing for sale. It’s not expected that you buy something but if...More";21;0
199;" 100% worth a visit ";"Really enjoyed our visit here, the house is beautiful! We also go our rings polished and had some lovely tea and yogurt! Very welcoming family. Fun activity to do and completely free!";21;0
200;" Great for sketching";"If you geek out on architecture, this is a perfect spot for sketching. Built by a Chinese merchant in the late 17th century, Quan Thang shop-house is one of the oldest and most beautiful buildings in Hoi An. The arched roof, the scroll-shaped screen engraved...More";22;0
201;" Best White Rose (Banh Vac) in Hoi An, Vietnam";"I was impressed when I saw the markings of water height from various floods dated as far back as 1960’s. The house offers much history, admirable art work and architectural design, and delicious foods made daily. One of the dishes is called white rose, or...More";22;0
202;" Some beautiful carving but only a half hour activity ";"Fascinating to see the wood work that’s been there for generations. I would say it’s worth a pop in if you are passing but I wouldn’t go out of your way.";22;0
203;" Cool Old House - Disinterested Staff";"There was someone to take my ticket - and then a whole bunch of people just sitting around. No one seemed interested in telling me (or anyone else) about the house. There`s really amazing mother of pearl inlay in the wood column which was quite...More";22;0
204;" Interesting that 6 generations have lived here.";"I read in other reviews that they had a guide to take them through the house!  I was greeted by an elderly man to take my ticket but he didn`t appear to offer any explanation for the house.  The house is very dark from the...More";22;0
205;" Sparse";"This is A single story house that has 2 entrances on different streets. There is not much to see inside. There is a little souvenir store and a small cafe/restaurant. There are better old houses to see in Hoi An";22;0
206;" Its history is more interesting ";"The house itself doesn’t feature anything extraordinary. However the story of the family which occupies this house for many years is actually interesting .";22;0
207;" Very interesting, pop in ! ";"Looks pretty authentic; open till 9pm, worth a ticket to see this example of antiquated hoi an house and look around";22;0
208;" Well Preserved Ancient House of Hoi An";"One of the well preserved old merchant house of late 17th century in Hoi An. Over 150 years old with the architecture of Hoa Ha, China. Own by a captain called Quang Thang. The house and the interior tastefully decorated and preserved. The structures, furniture...More";22;0
209;" Ok";"Came here as part of a tour and the place was nice don`t get me wrong but you couldn`t see all that much of it, and most of what you saw seemed to just be their shop. We were told the main guy who normally...More";22;0
210;" Perfectly Peaceful Temple and Gardens";"A little bit further out of town than most of the Hoi An attractions but I have to say that this the nicer temples of the many. The gardens are extensive and well appointed and there are a lot of things so view including 3...More";23;0
211;" Lovely temple";"Beautiful:) so close to old town. Peaceful hidden gem. Only saw one other tourist. Unsure why it`s not busier. Definitely check it out if you`re near old town";23;0
212;" Nice sightseeing!";"We found this pagoda by ourselves on the way back from the Old Town. This is nicer, bigger some of famous old town pagodas as Phuc Kien, Hoi Quan Quang Dong,....";23;0
213;" Lovely serene escape";"Agreed with first reviewer this is lovely and very special. You feel instantly calmed walking in the grounds, and the day we went there were no other tourists -a real contrast to central Hoi An. Lovely pagoda and scenery, interesting gravestones, a great escape.";23;0
214;" An oasis of tranquility in a frenetic town";"My wife and I stumbled on this place of peace and tranquility while we were out walking, not being aware of its existence. It does not appear on any of the brochures that we had and were not aware if we could even go into...More";23;0
215;" Hoa Van Le Nghia";"This place is OK for a 5-10min visit. There’s no big wow factor, just a pretty little courtyard. This was our 2nd time in Hoi An so we were visiting some of the less popular attractions but if it’s your first time, there is better...More";24;0
216;" Peaceful Respite";"Beautiful small Chinese temple, not many people inside so time to look and contemplate without being jostled.";24;0
217;" Small and free to enter";"This is a pretty little temple which is free to enter and view. However don`t be surprised if you stumble across it and aren`t quite sure what it is as there aren`t any signs. Good for a little wander and it won`t take you long.";24;0
218;" Rude behaviour ";"It was raining cats and dogs and we were sheltering from the rain in this place. Then there came a guy and he indicated that we had to leave. He almost locked us inside because we did not want to be thrown on the wet...More";24;0
219;" Small temple";"This small  temple is a pretty periwinkle blue on the outside and has a spacious courtyard. It isn`t one of the major temples in town, has no fee to enter and is not busy. What I most liked about it was the lovely statue of...More";24;0
220;" Small temple";"This is a fairly small temple in the centre of the old town of Hoi An. No entry fee required but not much to see inside. The blue colour buildings look good. A quick visit is sufficient. Not too many other tourists inside.";24;0
221;" Peaceful temple";"This was a lovely temple and it is free to enter. I loved the boat in the temple it was really peaceful here with a large courtyard. Would recommend a visit here.";24;0
222;" Buddhist temple";"it is located along the busy tran phu road. The temple and very nice architure and painted in blue. the roof is unique. beautifully built. strong smell of incents. the vietnamies buddhist do come here to pray. free entrance";24;0
223;" free japanese temple";"cool spot to take some photos.  one of many ancient japanese temples.  be quiet and respectful, be sure to remove your shoes before entering the temple.";24;0
224;" Great temple to visit and photo";"Share and be like a local - great location to visit and experience Vietnamese culture and be as one with them";24;0
225;" Post from your hotel is much better !";"Because from hotel they cooperated with private express service, you could see the tariff before posting mail. In here, that a government agency could not serve you well !";25;0
226;" Typical Post Office";"Needed to mail postcards back to the USA. Helpful in buying the necessary stamps in order to mail the cards home";25;0
227;" Tried to charge more.";"Make sure you look at the rates, customs fee and insurance. Then add them all up yourself. They tried charging me 1.5 mil VND. I added it up myself and it was 1,318,000 VND. I showed them and they gave me the correct price I...More";25;0
228;" Expensive and lacking essentials such as envelopes and packaging";"With a little difficulty I found Hoi An Post Office as there is no signage in the lane that it is in. I just wanted to send two t-shirts to Australia. I needed to package them and all they had were old used flattened cardboard...More";25;0
229;" Expensive but hopefully worth it";"Everything is packaged up for you, staff are helpful and process includes filling out a few forms for shipment abroad. Be prepared to spend upwards of £25 as first KG is expensive and insurance and fees are included. Every KG after is around £3 for...More";25;0
230;" Shipping Lampions";"We wanted to send the lampions we bought to Germany. The woman was very friendly and helpful, she helped us packing everything so it is even waterproof and also showed us how to fill the papers. We paid around 30€ for 4kg shipping with seamail...More";25;0
231;" Shipping suit";"Really happy with the service and the woman is very kindly. Far cheaper than the shipping services at the tailor!";25;0
